Bilderberg Hotel De Klepperman,,,,2018-01-20,2018-01-21,January  ,January  ,Saturday ,Sunday   ,1,Winter,2
Dear Lisbon - Gallery House,,,,2018-04-07,2018-04-14,April    ,April    ,Saturday ,Saturday ,7,Spring,2
Hotel Imperial,,,,2017-12-22,2017-12-23,December ,December ,Friday   ,Saturday ,1,Winter,2
Hotel Imperial,,,,2017-12-27,2017-12-28,December ,December ,Wednesday,Thursday ,1,Winter,2
5* exceptional Jersey foodie break with car hire,"5* exceptional Jersey foodie break with car hire, Longueville Manor, Channel Islands - save 45%",598,45,2018-04-15,2018-04-18,April    ,April    ,Sunday   ,Wednesday,3,Spring,2
ATLANTIC Hotel Universum,,,,2018-06-15,2018-06-20,June     ,June     ,Friday   ,Wednesday,5,Spring,2
Dear Lisbon - Gallery House,,,,2018-04-15,2018-04-18,April    ,April    ,Sunday   ,Wednesday,3,Spring,2
Hotel Imperial,,,,2017-12-28,2017-12-30,December ,December ,Thursday ,Saturday ,2,Winter,2
Hotel Imperial,,,,2017-12-29,2017-12-30,December ,December ,Friday   ,Saturday ,1,Winter,2
Dear Lisbon - Gallery House,,,,2018-04-17,2018-04-20,April    ,April    ,Tuesday  ,Friday   ,3,Spring,2
Dear Lisbon - Gallery House,,,,2018-04-20,2018-04-23,April    ,April    ,Friday   ,Monday   ,3,Spring,2
Dear Lisbon - Gallery House,,,,2018-04-22,2018-04-26,April    ,April    ,Sunday   ,Thursday ,4,Spring,2
Hotel Imperial,,,,2018-02-21,2018-02-22,February ,February ,Wednesday,Thursday ,1,Winter,2
The Manor Country House Hotel,,,,2018-04-07,2018-04-08,April    ,April    ,Saturday ,Sunday   ,1,Spring,2
Regent Petite France and Spa,,,,2018-02-23,2018-02-24,February ,February ,Friday   ,Saturday ,1,Winter,2
Anantara Uluwatu Bali Resort,"Anantara Uluwatu Bali Resort, An extras-packed getaway in Bali, Indonesia - save 40%",1188,40,2018-03-05,2018-03-13,March    ,March    ,Monday   ,Tuesday  ,8,Winter,2
The Manor Country House Hotel,,,,2018-04-29,2018-04-30,April    ,April    ,Sunday   ,Monday   ,1,Spring,2
Dear Lisbon - Gallery House,,,,2018-05-20,2018-05-24,May      ,May      ,Sunday   ,Thursday ,4,Spring,2
Hotel Imperial,,,,2018-02-22,2018-02-23,February ,February ,Thursday ,Friday   ,1,Winter,2
Hotel Imperial,,,,2018-02-23,2018-02-24,February ,February ,Friday   ,Saturday ,1,Winter,2
Hotel Imperial,,,,2018-02-24,2018-02-25,February ,February ,Saturday ,Sunday   ,1,Winter,2
Hotel Imperial,,,,2018-03-02,2018-03-04,March    ,March    ,Friday   ,Sunday   ,2,Winter,2
The Mere Golf Resort & Spa,,,,2018-01-28,2018-01-29,January  ,January  ,Sunday   ,Monday   ,1,Winter,2
Dear Lisbon - Gallery House,,,,2018-05-03,2018-05-06,May      ,May      ,Thursday ,Sunday   ,3,Spring,2
Dear Lisbon - Gallery House,,,,2018-05-27,2018-05-30,May      ,May      ,Sunday   ,Wednesday,3,Spring,2
Hotel Imperial,,,,2018-03-06,2018-03-07,March    ,March    ,Tuesday  ,Wednesday,1,Winter,2
Hotel Imperial,,,,2018-03-23,2018-03-24,March    ,March    ,Friday   ,Saturday ,1,Spring,2
Hotel Imperial,,,,2018-03-24,2018-03-25,March    ,March    ,Saturday ,Sunday   ,1,Spring,2
The Mere Golf Resort & Spa,,,,2018-03-04,2018-03-05,March    ,March    ,Sunday   ,Monday   ,1,Winter,2
Anantara Uluwatu Bali Resort,"Anantara Uluwatu Bali Resort, An extras-packed getaway in Bali, Indonesia - save 40%",1188,40,2018-03-10,2018-03-16,March    ,March    ,Saturday ,Friday   ,6,Winter,2
Hotel Imperial,,,,2018-04-06,2018-04-09,April    ,April    ,Friday   ,Monday   ,3,Spring,2
Depadanse Marina and Primorka,,,,2018-08-05,2018-08-11,August   ,August   ,Sunday   ,Saturday ,6,Summer,2
Bilderberg Hotel de Bovenste Molen,,,,2018-02-08,2018-02-10,February ,February ,Thursday ,Saturday ,2,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-02-11,2018-02-13,February ,February ,Sunday   ,Tuesday  ,2,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-02-12,2018-02-13,February ,February ,Monday   ,Tuesday  ,1,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-02-13,2018-02-14,February ,February ,Tuesday  ,Wednesday,1,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-02-19,2018-02-20,February ,February ,Monday   ,Tuesday  ,1,Winter,2
Hotel Imperial,,,,2018-04-27,2018-04-28,April    ,April    ,Friday   ,Saturday ,1,Spring,2
Regent Petite France and Spa,,,,2018-03-23,2018-03-25,March    ,March    ,Friday   ,Sunday   ,2,Spring,2
Regent Petite France and Spa,,,,2018-02-24,2018-02-25,February ,February ,Saturday ,Sunday   ,1,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-02-27,2018-02-28,February ,February ,Tuesday  ,Wednesday,1,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-02-28,2018-03-01,February ,March    ,Wednesday,Thursday ,1,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-03-04,2018-03-06,March    ,March    ,Sunday   ,Tuesday  ,2,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-03-08,2018-03-09,March    ,March    ,Thursday ,Friday   ,1,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-03-03,2018-03-04,March    ,March    ,Saturday ,Sunday   ,1,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-03-09,2018-03-11,March    ,March    ,Friday   ,Sunday   ,2,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-03-25,2018-03-27,March    ,March    ,Sunday   ,Tuesday  ,2,Spring,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-03-27,2018-03-28,March    ,March    ,Tuesday  ,Wednesday,1,Spring,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-03-27,2018-03-29,March    ,March    ,Tuesday  ,Thursday ,2,Spring,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-03-29,2018-03-30,March    ,March    ,Thursday ,Friday   ,1,Spring,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-03-10,2018-03-15,March    ,March    ,Saturday ,Thursday ,5,Winter,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-04-08,2018-04-09,April    ,April    ,Sunday   ,Monday   ,1,Spring,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-04-10,2018-04-11,April    ,April    ,Tuesday  ,Wednesday,1,Spring,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-04-17,2018-04-19,April    ,April    ,Tuesday  ,Thursday ,2,Spring,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-04-25,2018-04-27,April    ,April    ,Wednesday,Friday   ,2,Spring,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-04-29,2018-05-01,April    ,May      ,Sunday   ,Tuesday  ,2,Spring,2
Der Reschenhof,,,,2018-03-12,2018-03-19,March    ,March    ,Monday   ,Monday   ,7,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-03-16,2018-03-18,March    ,March    ,Friday   ,Sunday   ,2,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-03-25,2018-03-29,March    ,March    ,Sunday   ,Thursday ,4,Spring,2
The Mermaid Inn,"The Mermaid Inn, Rye, East Sussex - save 34%",99,34,2018-05-13,2018-05-14,May      ,May      ,Sunday   ,Monday   ,1,Spring,2
Bilderberg Hotel de Bovenste Molen,,,,2018-02-09,2018-02-11,February ,February ,Friday   ,Sunday   ,2,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-02-19,2018-02-20,February ,February ,Monday   ,Tuesday  ,1,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-03-28,2018-03-31,March    ,March    ,Wednesday,Saturday ,3,Spring,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-03-28,2018-04-04,March    ,April    ,Wednesday,Wednesday,7,Spring,2
The Montagu Arms Hotel,,,,2018-02-11,2018-02-12,February ,February ,Sunday   ,Monday   ,1,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-03-29,2018-04-03,March    ,April    ,Thursday ,Tuesday  ,5,Spring,2
The Montagu Arms Hotel,,,,2018-02-23,2018-02-26,February ,February ,Friday   ,Monday   ,3,Winter,2
Bilderberg Hotel de Bovenste Molen,,,,2018-02-14,2018-02-15,February ,February ,Wednesday,Thursday ,1,Winter,2
The Montagu Arms Hotel,,,,2018-02-24,2018-02-26,February ,February ,Saturday ,Monday   ,2,Winter,2
The Montagu Arms Hotel,,,,2018-02-25,2018-02-26,February ,February ,Sunday   ,Monday   ,1,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-04-01,2018-04-06,April    ,April    ,Sunday   ,Friday   ,5,Spring,2
The Montagu Arms Hotel,,,,2018-03-02,2018-03-04,March    ,March    ,Friday   ,Sunday   ,2,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-02-19,2018-02-21,February ,February ,Monday   ,Wednesday,2,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-04-05,2018-04-08,April    ,April    ,Thursday ,Sunday   ,3,Spring,2
Anantara Uluwatu Bali Resort,"Anantara Uluwatu Bali Resort, An extras-packed getaway in Bali, Indonesia - save 40%",1188,40,2018-06-14,2018-06-20,June     ,June     ,Thursday ,Wednesday,6,Spring,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-04-11,2018-04-15,April    ,April    ,Wednesday,Sunday   ,4,Spring,2
The Montagu Arms Hotel,,,,2018-03-20,2018-03-22,March    ,March    ,Tuesday  ,Thursday ,2,Spring,2
The Montagu Arms Hotel,,,,2018-03-23,2018-03-25,March    ,March    ,Friday   ,Sunday   ,2,Spring,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-04-13,2018-04-16,April    ,April    ,Friday   ,Monday   ,3,Spring,2
The Montagu Arms Hotel,,,,2018-03-25,2018-03-26,March    ,March    ,Sunday   ,Monday   ,1,Spring,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-04-14,2018-04-18,April    ,April    ,Saturday ,Wednesday,4,Spring,2
5* exceptional Jersey foodie break with car hire,"5* exceptional Jersey foodie break with car hire, Longueville Manor, Channel Islands - save 45%",598,45,2018-04-27,2018-05-01,April    ,May      ,Friday   ,Tuesday  ,4,Spring,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-04-16,2018-04-19,April    ,April    ,Monday   ,Thursday ,3,Spring,2
The Montagu Arms Hotel,,,,2018-04-02,2018-04-04,April    ,April    ,Monday   ,Wednesday,2,Spring,2
The Montagu Arms Hotel,,,,2018-04-04,2018-04-05,April    ,April    ,Wednesday,Thursday ,1,Spring,2
The Montagu Arms Hotel,,,,2018-04-08,2018-04-09,April    ,April    ,Sunday   ,Monday   ,1,Spring,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-04-20,2018-04-22,April    ,April    ,Friday   ,Sunday   ,2,Spring,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-04-23,2018-04-26,April    ,April    ,Monday   ,Thursday ,3,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-05-16,2018-05-18,May      ,May      ,Wednesday,Friday   ,2,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-05-18,2018-05-20,May      ,May      ,Friday   ,Sunday   ,2,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-05-20,2018-05-22,May      ,May      ,Sunday   ,Tuesday  ,2,Spring,2
Regent Petite France and Spa,,,,2018-03-02,2018-03-04,March    ,March    ,Friday   ,Sunday   ,2,Winter,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-05-23,2018-05-26,May      ,May      ,Wednesday,Saturday ,3,Spring,2
Anantara Uluwatu Bali Resort,"Anantara Uluwatu Bali Resort, An extras-packed getaway in Bali, Indonesia - save 40%",1188,40,2018-04-19,2018-04-23,April    ,April    ,Thursday ,Monday   ,4,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-05-28,2018-05-31,May      ,May      ,Monday   ,Thursday ,3,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-05-29,2018-06-01,May      ,June     ,Tuesday  ,Friday   ,3,Spring,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-02-25,2018-03-01,February ,March    ,Sunday   ,Thursday ,4,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-05-05,2018-05-12,May      ,May      ,Saturday ,Saturday ,7,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-06-03,2018-06-05,June     ,June     ,Sunday   ,Tuesday  ,2,Spring,2
Regent Petite France and Spa,,,,2018-02-28,2018-03-04,February ,March    ,Wednesday,Sunday   ,4,Winter,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-05-25,2018-05-28,May      ,May      ,Friday   ,Monday   ,3,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-06-10,2018-06-15,June     ,June     ,Sunday   ,Friday   ,5,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-06-11,2018-06-13,June     ,June     ,Monday   ,Wednesday,2,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-06-15,2018-06-17,June     ,June     ,Friday   ,Sunday   ,2,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-06-24,2018-06-29,June     ,June     ,Sunday   ,Friday   ,5,Summer,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-06-26,2018-06-28,June     ,June     ,Tuesday  ,Thursday ,2,Summer,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-07-01,2018-07-03,July     ,July     ,Sunday   ,Tuesday  ,2,Summer,2
5* Lanzarote suite holiday,"5* Lanzarote suite holiday, Arrecife Gran Hotel & Spa, Spain - save 22%",830,22,2018-03-23,2018-03-28,March    ,March    ,Friday   ,Wednesday,5,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-07-15,2018-07-18,July     ,July     ,Sunday   ,Wednesday,3,Summer,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-07-15,2018-07-20,July     ,July     ,Sunday   ,Friday   ,5,Summer,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-09-04,2018-09-08,September,September,Tuesday  ,Saturday ,4,Summer,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2018-10-01,2018-10-06,October  ,October  ,Monday   ,Saturday ,5,Autumn,2
Hotel Indigo Barcelona,"Hotel Indigo Barcelona, Barcelona, Spain - save 55%",96.34,55,2019-01-24,2019-01-27,January  ,January  ,Thursday ,Sunday   ,3,Winter,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-09-18,2018-09-20,September,September,Tuesday  ,Thursday ,2,Summer,2
5* exceptional Jersey foodie break with car hire,"5* exceptional Jersey foodie break with car hire, Longueville Manor, Channel Islands - save 45%",598,45,2018-04-27,2018-05-02,April    ,May      ,Friday   ,Wednesday,5,Spring,2
The Montauk Beach House,"The Montauk Beach House, Montauk, New York - save 63%",149,63,2018-09-28,2018-09-30,September,September,Friday   ,Sunday   ,2,Autumn,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-03-02,2018-03-03,March    ,March    ,Friday   ,Saturday ,1,Winter,2
The Morton Hotel,"The Morton Hotel, Bloomsbury, London - save 28%",169,28,2018-03-10,2018-03-11,March    ,March    ,Saturday ,Sunday   ,1,Winter,2
Andalusia grand tour,,,,2018-03-24,2018-03-31,March    ,March    ,Saturday ,Saturday ,7,Spring,2
Bilderberg Hotel de Bovenste Molen,,,,2018-03-07,2018-03-08,March    ,March    ,Wednesday,Thursday ,1,Winter,2
Poets House,"Poets House, Ely, Cambridgeshire - save 46%",139,46,2018-03-11,2018-03-12,March    ,March    ,Sunday   ,Monday   ,1,Winter,2
Bilderberg Hotel de Bovenste Molen,,,,2018-03-26,2018-03-27,March    ,March    ,Monday   ,Tuesday  ,1,Spring,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-03-12,2018-03-15,March    ,March    ,Monday   ,Thursday ,3,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-03-13,2018-03-15,March    ,March    ,Tuesday  ,Thursday ,2,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-03-14,2018-03-15,March    ,March    ,Wednesday,Thursday ,1,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-03-15,2018-03-17,March    ,March    ,Thursday ,Saturday ,2,Winter,2
Andalusia grand tour,,,,2018-05-05,2018-05-12,May      ,May      ,Saturday ,Saturday ,7,Spring,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-03-30,2018-03-31,March    ,March    ,Friday   ,Saturday ,1,Spring,2
Andaz Wall Street,,,,2018-04-04,2018-04-07,April    ,April    ,Wednesday,Saturday ,3,Spring,2
Bilderberg Hotel de Bovenste Molen,,,,2018-04-03,2018-04-07,April    ,April    ,Tuesday  ,Saturday ,4,Spring,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-04-03,2018-04-06,April    ,April    ,Tuesday  ,Friday   ,3,Spring,2
Bilderberg Hotel de Bovenste Molen,,,,2018-04-01,2018-04-06,April    ,April    ,Sunday   ,Friday   ,5,Spring,2
Bilderberg Hotel de Bovenste Molen,,,,2018-04-13,2018-04-14,April    ,April    ,Friday   ,Saturday ,1,Spring,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-04-13,2018-04-14,April    ,April    ,Friday   ,Saturday ,1,Spring,2
Hotel Indigo York,,,,2018-02-09,2018-02-10,February ,February ,Friday   ,Saturday ,1,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-04-18,2018-04-20,April    ,April    ,Wednesday,Friday   ,2,Spring,2
Hotel Indigo York,,,,2018-02-11,2018-02-12,February ,February ,Sunday   ,Monday   ,1,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-04-26,2018-04-29,April    ,April    ,Thursday ,Sunday   ,3,Spring,2
Hotel Indigo York,,,,2018-02-14,2018-02-15,February ,February ,Wednesday,Thursday ,1,Winter,2
Bilderberg Hotel de Bovenste Molen,,,,2018-04-15,2018-04-16,April    ,April    ,Sunday   ,Monday   ,1,Spring,2
Hotel Indigo York,,,,2018-02-19,2018-02-20,February ,February ,Monday   ,Tuesday  ,1,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-04-30,2018-05-04,April    ,May      ,Monday   ,Friday   ,4,Spring,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-05-04,2018-05-06,May      ,May      ,Friday   ,Sunday   ,2,Spring,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-02-09,2018-02-10,February ,February ,Friday   ,Saturday ,1,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-05-05,2018-05-06,May      ,May      ,Saturday ,Sunday   ,1,Spring,2
Hotel Indigo York,,,,2018-03-05,2018-03-06,March    ,March    ,Monday   ,Tuesday  ,1,Winter,2
Hotel Indigo York,,,,2018-03-08,2018-03-11,March    ,March    ,Thursday ,Sunday   ,3,Winter,2
Hotel Indigo York,,,,2018-03-09,2018-03-10,March    ,March    ,Friday   ,Saturday ,1,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-05-11,2018-05-12,May      ,May      ,Friday   ,Saturday ,1,Spring,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-05-11,2018-05-13,May      ,May      ,Friday   ,Sunday   ,2,Spring,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-03-09,2018-03-10,March    ,March    ,Friday   ,Saturday ,1,Winter,2
Hotel Indigo York,,,,2018-03-14,2018-03-16,March    ,March    ,Wednesday,Friday   ,2,Winter,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-03-16,2018-03-18,March    ,March    ,Friday   ,Sunday   ,2,Winter,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-03-23,2018-03-24,March    ,March    ,Friday   ,Saturday ,1,Spring,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-03-24,2018-03-25,March    ,March    ,Saturday ,Sunday   ,1,Spring,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-03-26,2018-03-28,March    ,March    ,Monday   ,Wednesday,2,Spring,2
Hotel Indigo York,,,,2018-03-16,2018-03-17,March    ,March    ,Friday   ,Saturday ,1,Winter,2
Regent Porto Montenegro,,,,2018-10-03,2018-10-10,October  ,October  ,Wednesday,Wednesday,7,Autumn,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-04-09,2018-04-11,April    ,April    ,Monday   ,Wednesday,2,Spring,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-05-06,2018-05-07,May      ,May      ,Sunday   ,Monday   ,1,Spring,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-05-18,2018-05-19,May      ,May      ,Friday   ,Saturday ,1,Spring,2
The Norfolk Mead Hotel,"The Norfolk Mead Hotel, Norwich, Norfolk - save 33%",149,33,2018-05-20,2018-05-22,May      ,May      ,Sunday   ,Tuesday  ,2,Spring,2
Hotel Indigo York,,,,2018-03-16,2018-03-18,March    ,March    ,Friday   ,Sunday   ,2,Winter,2
Hotel Indigo York,,,,2018-03-19,2018-03-21,March    ,March    ,Monday   ,Wednesday,2,Winter,2
Hotel Indigo York,,,,2018-03-20,2018-03-21,March    ,March    ,Tuesday  ,Wednesday,1,Spring,2
Derag Livinghotel De Medici,,,,2018-02-21,2018-02-23,February ,February ,Wednesday,Friday   ,2,Winter,2
Derag Livinghotel De Medici,,,,2018-03-03,2018-03-04,March    ,March    ,Saturday ,Sunday   ,1,Winter,2
Derag Livinghotel Am Viktualienmarkt,,,,2018-05-24,2018-05-26,May      ,May      ,Thursday ,Saturday ,2,Spring,2
Derag Livinghotel De Medici,,,,2018-03-10,2018-03-11,March    ,March    ,Saturday ,Sunday   ,1,Winter,2
Derag Livinghotel De Medici,,,,2018-03-23,2018-03-24,March    ,March    ,Friday   ,Saturday ,1,Spring,2
Hotel Indigo York,,,,2018-04-20,2018-04-22,April    ,April    ,Friday   ,Sunday   ,2,Spring,2
Derag Livinghotel De Medici,,,,2018-04-20,2018-04-23,April    ,April    ,Friday   ,Monday   ,3,Spring,2
Hotel Indigo York,,,,2018-04-27,2018-04-28,April    ,April    ,Friday   ,Saturday ,1,Spring,2
The Norfolk Mead Hotel,,,,2018-02-18,2018-02-19,February ,February ,Sunday   ,Monday   ,1,Winter,2
Hotel Indigo York,,,,2018-05-04,2018-05-05,May      ,May      ,Friday   ,Saturday ,1,Spring,2
The Norfolk Mead Hotel,,,,2018-02-23,2018-02-24,February ,February ,Friday   ,Saturday ,1,Winter,2
Derag Livinghotel De Medici,,,,2018-04-27,2018-04-29,April    ,April    ,Friday   ,Sunday   ,2,Spring,2
Hotel Indigo York,,,,2018-05-10,2018-05-11,May      ,May      ,Thursday ,Friday   ,1,Spring,2
Derag Livinghotel De Medici,,,,2018-05-05,2018-05-07,May      ,May      ,Saturday ,Monday   ,2,Spring,2
Derag Livinghotel De Medici,,,,2018-03-27,2018-03-28,March    ,March    ,Tuesday  ,Wednesday,1,Spring,2
Derag Livinghotel De Medici,,,,2018-05-22,2018-05-23,May      ,May      ,Tuesday  ,Wednesday,1,Spring,2
Derag Livinghotel De Medici,,,,2018-05-26,2018-05-27,May      ,May      ,Saturday ,Sunday   ,1,Spring,2
Derag Livinghotel De Medici,,,,2018-06-15,2018-06-16,June     ,June     ,Friday   ,Saturday ,1,Spring,2
The Norfolk Mead Hotel,,,,2018-03-26,2018-03-27,March    ,March    ,Monday   ,Tuesday  ,1,Spring,2
Poets House,"Poets House, Ely, Cambridgeshire - save 46%",139,46,2018-02-26,2018-02-27,February ,February ,Monday   ,Tuesday  ,1,Winter,2
The Norfolk Mead Hotel,,,,2018-03-30,2018-03-31,March    ,March    ,Friday   ,Saturday ,1,Spring,2
Bilderberg Hotel t Speulderbos,,,,2018-02-16,2018-02-18,February ,February ,Friday   ,Sunday   ,2,Winter,2
5* exceptional Jersey foodie break with car hire,"5* exceptional Jersey foodie break with car hire, Longueville Manor, Channel Islands - save 45%",598,45,2018-05-12,2018-05-15,May      ,May      ,Saturday ,Tuesday  ,3,Spring,2
Hotel K99,,,,2017-12-26,2017-12-27,December ,December ,Tuesday  ,Wednesday,1,Winter,2
Derag Livinghotel Frankfurt,,,,2018-03-10,2018-03-11,March    ,March    ,Saturday ,Sunday   ,1,Winter,2
Poets House,"Poets House, Ely, Cambridgeshire - save 46%",139,46,2018-03-04,2018-03-05,March    ,March    ,Sunday   ,Monday   ,1,Winter,2
Derag Livinghotel Frankfurt,,,,2018-03-24,2018-03-25,March    ,March    ,Saturday ,Sunday   ,1,Spring,2
Bilderberg Hotel t Speulderbos,,,,2018-03-24,2018-03-25,March    ,March    ,Saturday ,Sunday   ,1,Spring,2
Derag Livinghotel Frankfurt,,,,2018-05-26,2018-05-27,May      ,May      ,Saturday ,Sunday   ,1,Spring,2
Derag Livinghotel Frankfurt,,,,2018-04-02,2018-04-05,April    ,April    ,Monday   ,Thursday ,3,Spring,2
Derag Livinghotel Frankfurt,,,,2018-06-01,2018-06-03,June     ,June     ,Friday   ,Sunday   ,2,Spring,2
Hotel K99,,,,2018-01-19,2018-01-21,January  ,January  ,Friday   ,Sunday   ,2,Winter,2
